ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,buggy_B,buggy_AG,buggy_MA,buggy_RA
3,3,3,1.28013,65,21,763.0,1,5,7.55,10.67,17,15.62,23,1,0,0,0
3,6,8,0.971076,143,3,774.75,1,5,24.43,4.38,0,0.0,0,1,1,1,1
3,6,9,2.3454099999999998,130,12,845.0,0,6,35.94,3.78,18,16.59,26,0,0,0,0
3,3,4,1.12382,67,2,323.5,1,6,17.55,8.75,19,17.49,29,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,18,16.31,0,0,0,0,0
3,9,16,2.3166900000000004,1094,29,281.0,0,6,25.69,2.25,20,18.3,32,1,1,1,1
3,4,5,1.27678,87,4,419.6,1,4,39.24,5.0,19,17.3,40,0,0,0,0
1,5,8,3.0,0,8,130.75,1,2,61.09,0.25,12,10.56,10,0,0,0,0
1,1,1,0.0,2,0,627.0,0,6,0.88,37.0,13,11.56,8,0,0,0,0
3,3,5,1.87025,17,11,1056.8,0,6,19.49,7.6,1,0.98,3,0,0,0,0
3,3,3,0.749913,57,0,3304.33,0,6,18.54,13.0,20,18.21,43,0,0,0,0
3,3,3,0.749913,57,0,3245.67,0,4,25.91,8.67,21,19.21,46,0,0,0,0
2,2,2,1.0,3,1,447.5,1,6,2.2,20.0,21,19.15,27,0,1,1,1
3,8,19,3.5197599999999998,529,168,588.63,0,6,11.36,2.16,25,22.15,37,1,1,1,1
1,1,1,0.0,8,6,1138.0,0,4,0.03,9.0,26,23.15,12,0,0,0,0
2,2,2,0.970951,10,0,382.0,0,6,36.0,21.0,22,20.11,29,0,0,0,0
2,2,2,0.970951,10,0,364.0,0,4,36.88,13.5,23,21.11,31,0,0,0,0
3,4,15,2.4576599999999997,2284,17,229.73,1,6,52.49,2.93,14,12.37,25,1,0,1,1
3,3,4,0.7797810000000001,45,28,1186.25,0,6,7.26,11.0,27,23.78,41,0,0,0,0
2,4,4,1.6840400000000002,17,5,389.5,1,6,31.22,11.25,22,19.77,35,1,1,1,1
2,4,21,2.21583,3522,155,259.62,1,3,21.22,0.19,15,13.24,18,0,0,0,0
3,3,3,0.6799270000000001,86,3,2097.67,0,6,13.99,15.33,16,14.1,30,0,0,0,0
1,1,1,0.0,0,2,262.0,0,1,13.65,2.0,24,21.41,15,0,0,0,0
3,3,3,1.16744,26,12,674.33,0,6,13.05,15.67,28,24.37,44,0,0,0,0
2,5,7,2.51042,131,39,259.0,1,6,28.61,6.86,29,25.37,39,0,0,0,0
3,4,5,1.9685400000000002,55,12,396.8,1,6,27.0,9.8,23,20.41,51,1,0,0,0
2,5,5,1.26854,469,7,534.4,0,6,20.06,10.0,30,26.3,41,1,1,1,1
2,2,2,0.9182959999999999,4,2,424.5,0,6,40.31,25.5,25,22.2,19,0,0,0,0
1,1,5,1.8189,370,0,0.0,0,0,0.0,0.0,31,27.04,0,0,0,0,0
3,4,8,2.5291,111,21,275.5,0,6,30.45,6.5,32,27.98,51,0,0,0,0
3,4,4,1.21339,646,237,1018.25,0,6,60.26,13.25,24,21.11,54,0,0,0,0
2,2,5,0.38050100000000003,2135,2434,2234.8,0,6,67.91,10.8,33,28.91,45,0,0,0,0
3,4,4,1.1356600000000001,39,31,471.75,1,6,13.32,14.0,26,22.97,43,1,1,1,1
1,1,1,0.0,232,0,0.0,0,0,0.0,0.0,34,29.85,19,0,0,0,0
2,6,18,3.7820699999999996,1951,0,37.33,0,6,0.01,3.11,27,23.96,21,1,1,1,1
1,1,1,0.0,1,1,674.0,0,6,2.81,57.0,35,30.63,28,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,36,31.63,0,0,1,0,0
1,1,2,0.650022,10,2,769.0,0,6,17.31,30.0,37,32.63,29,0,0,0,0
2,2,2,0.322757,30,21,659.0,1,6,12.18,29.5,17,14.63,25,1,0,0,0
2,2,2,0.322757,30,21,655.0,1,6,12.31,29.0,18,15.63,27,0,0,0,0
3,6,8,2.6139799999999997,200,27,568.5,0,6,37.92,7.63,25,21.84,57,1,1,1,1
3,6,8,2.6139799999999997,200,27,567.5,0,6,37.91,7.5,26,22.84,60,0,0,0,0
1,1,1,0.0,4,0,689.0,0,6,0.0,61.0,27,23.84,20,0,0,0,0
2,2,3,0.23137600000000003,1963,2211,3676.67,0,6,5.1,21.0,38,33.36,50,0,0,0,0
1,1,1,0.0,0,4,695.0,0,6,0.0,63.0,39,34.36,31,0,0,0,0
2,2,3,0.21345100000000003,1959,2207,3672.67,0,6,5.11,20.33,40,35.36,53,0,0,0,0
3,3,8,1.38501,256,20,577.0,0,6,32.17,7.63,28,24.64,64,0,0,0,0
3,3,8,1.38501,256,20,578.0,0,6,32.18,8.0,29,25.64,67,1,1,1,1
2,2,2,1.0,4,0,668.0,0,6,5.79,32.5,41,35.93,55,0,0,0,0
3,3,3,0.592387,104,9,348.33,1,6,52.65,22.0,42,36.93,66,0,0,0,0
1,1,3,1.06128,8,8,535.0,0,6,42.66,21.33,43,37.92,35,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,44,38.92,0,0,0,0,0
3,3,3,0.668564,32,0,934.33,0,6,7.31,22.33,2,1.81,6,1,0,1,0
1,1,1,0.0,6,1,864.0,0,5,2.03,16.0,45,39.72,36,0,0,0,0
3,4,4,1.13877,108,1,948.25,0,6,23.07,17.0,28,24.17,47,0,0,0,0
3,5,5,1.8462599999999998,92,20,710.0,1,6,22.14,13.8,3,2.79,9,1,0,1,1
3,9,37,4.161230000000001,2198,411,438.7,1,6,36.83,2.03,19,16.2,37,1,1,1,1
1,1,1,0.0,6,6,55.0,0,2,87.05,2.0,46,40.36,37,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,47,41.35,0,0,0,0,0
3,17,46,4.76894,316,155,551.33,1,6,82.04,1.57,29,24.88,50,1,1,1,1
3,4,6,2.1842799999999998,110,15,512.0,0,6,48.6,12.0,4,3.74,12,1,1,1,1
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,48,42.14,0,0,0,0,0
1,1,1,0.0,5,5,236.0,0,1,12.88,2.0,49,43.14,24,0,0,0,0
1,1,1,0.0,5,5,236.0,0,1,12.9,2.0,50,44.14,25,0,0,0,0
2,6,24,2.68017,2087,274,442.08,1,3,26.02,0.46,20,16.81,26,1,1,1,1
1,1,1,0.0,1,1,37.0,0,2,82.0,4.0,51,44.59,26,0,0,0,0
1,1,1,0.0,1,1,37.0,0,2,82.0,4.0,52,45.59,27,0,0,0,0
3,8,11,2.44082,568,40,363.73,0,6,32.17,6.64,30,25.52,53,1,1,1,1
1,3,7,2.5977900000000003,460,1,9.0,0,2,25.49,0.29,53,46.5,2,1,0,1,1
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,2,1.71,0,0,0,0,0
2,5,11,1.50115,1420,64,491.45,1,3,4.36,1.0,21,17.68,28,1,1,1,1
2,2,2,0.503258,10,8,566.0,1,6,4.02,37.0,5,4.63,10,1,0,0,0
1,3,4,1.53067,43,4,236.0,0,5,6.67,2.0,30,25.13,27,1,0,1,1
3,4,4,1.56667,185,30,437.25,1,6,5.0,18.75,22,18.41,44,0,0,0,0
3,3,3,0.941139,38,2,980.33,1,6,10.23,25.33,6,5.54,17,1,0,1,0
2,3,3,1.206,17,4,946.67,1,6,43.4,25.67,7,6.52,14,0,0,0,0
3,4,8,1.39076,53,3,458.5,0,6,53.96,9.75,8,7.47,22,0,0,0,0
3,3,3,1.13131,25,0,715.33,0,6,7.47,27.0,23,19.19,47,0,0,0,0
2,5,7,1.93773,102,26,482.29,1,6,51.71,11.43,24,20.05,37,1,1,1,1
3,3,4,1.35123,24,0,939.25,0,6,56.12,20.25,9,8.4,25,0,0,0,0
2,2,2,1.0,3,1,476.5,1,6,3.67,41.0,31,25.28,44,0,1,1,0
2,2,2,0.503258,10,8,549.0,1,6,46.33,31.5,10,9.31,20,0,0,0,0
2,5,5,1.2252399999999999,33,17,464.2,1,6,16.36,16.6,25,20.82,39,1,1,1,1
3,4,4,1.04374,155,14,1879.75,1,6,19.33,21.0,26,21.71,54,1,0,1,1
3,6,6,1.8182599999999998,44,0,759.83,0,6,28.3,14.33,11,10.1,30,1,0,0,0
3,17,38,4.033519999999999,2788,112,526.95,0,6,45.48,2.37,54,44.34,76,1,1,1,1
1,8,15,3.6626800000000004,1238,0,8.47,0,2,11.89,0.2,12,11.04,0,1,0,1,1
2,2,2,0.9182959999999999,5,1,452.0,1,6,96.77,31.5,32,25.64,46,0,1,1,0
3,4,6,1.48412,349,12,289.83,1,6,51.24,14.5,27,22.3,57,0,0,0,0
3,5,8,2.1007599999999997,88,43,551.38,1,6,26.14,11.13,13,11.92,24,1,1,1,1
2,3,4,1.64115,13,8,302.5,1,6,58.6,16.0,31,24.54,51,0,0,0,0
1,1,1,0.0,2,2,116.0,0,2,103.16,2.0,55,44.74,11,0,0,0,0
4,7,8,2.84918,15,13,447.63,0,6,87.18,3.5,56,45.73,81,0,0,0,0
3,6,7,2.6337599999999997,11,13,495.29,0,6,0.01,4.0,32,25.52,55,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,57,46.73,0,0,0,0,0
3,4,5,1.41149,43,24,298.6,1,6,43.74,17.8,33,26.46,75,0,0,0,0
3,9,27,3.22362,503,904,827.52,1,6,26.68,3.48,14,12.82,35,1,1,1,1
3,3,4,1.38183,47,4,622.75,1,6,50.06,22.75,15,13.82,38,0,0,0,0
3,5,7,1.35735,479,9,1382.86,0,6,66.43,13.43,34,26.98,61,1,0,0,0
2,3,5,1.9787599999999999,131,33,180.4,0,6,4.89,19.0,16,14.62,16,0,0,0,0
3,4,5,1.3602,23,70,305.8,1,6,36.04,19.2,17,15.53,42,0,0,0,0
3,13,25,3.0998900000000003,1864,364,589.44,0,6,32.72,3.96,34,26.93,78,1,1,1,1
1,1,1,0.0,0,0,0.0,0,2,0.0,2.0,35,27.93,32,0,0,0,0
3,3,13,2.8852700000000002,299,47,412.77,0,6,86.71,7.46,58,46.67,83,1,1,1,1
3,3,3,0.9513370000000001,147,0,415.33,0,6,69.08,32.67,18,16.34,45,1,1,1,1
3,6,6,1.7993599999999998,233,159,742.33,0,6,5.25,16.5,36,28.55,82,0,1,1,1
2,2,2,0.9182959999999999,4,2,721.5,1,6,8.66,50.0,19,17.27,35,0,0,0,0
2,2,2,0.053497,133,196,5312.5,0,6,35.83,50.5,0,0.0,0,0,0,0,0
1,2,2,1.0,6,2,726.5,1,1,20.86,0.5,0,0.0,0,0,0,0,0
2,3,3,0.7441939999999999,50,2,537.0,1,7,21.2,34.0,37,28.77,62,1,1,1,0
3,3,3,1.21702,56,8,1115.67,1,7,16.2,34.33,38,29.72,87,0,0,0,0
3,4,19,2.13206,1938,75,307.11,0,7,59.01,5.68,20,17.69,50,1,1,1,1
3,5,9,2.5062900000000004,517,146,447.67,0,7,29.4,11.78,21,18.68,53,1,1,1,1
3,6,9,2.7274599999999998,279,61,264.78,0,7,40.57,11.78,22,19.63,56,0,1,1,0
3,7,8,2.14052,710,60,976.13,0,7,22.79,13.5,39,30.32,90,1,1,1,1
2,5,5,1.70413,93,29,343.2,1,7,98.72,21.8,23,20.4,43,1,0,0,0
1,1,1,0.0,1,1,798.0,0,7,0.01,111.0,60,46.05,42,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,61,47.05,0,0,1,0,0
1,1,2,0.650022,11,1,858.5,0,7,0.1,57.0,62,48.05,43,0,0,0,0
1,1,3,0.0,5,5,78.67,0,2,0.97,2.33,63,48.95,32,0,0,0,0
1,1,3,0.0,5,5,78.67,0,2,0.98,2.33,64,49.95,33,0,0,0,0
1,1,2,0.619382,10,3,487.0,0,5,40.79,9.0,65,50.94,44,0,0,0,0
1,1,1,0.0,6,1,919.0,0,5,1.8,18.0,66,51.85,45,0,0,0,0
1,1,1,0.0,6,1,919.0,0,5,0.72,18.0,67,52.85,46,0,0,0,0
2,2,2,0.970951,4,1,734.5,1,7,11.92,56.0,24,21.24,45,0,0,0,0
2,2,2,0.970951,4,1,739.5,1,7,11.92,56.5,25,22.24,47,0,0,0,0
3,4,5,1.6479599999999999,49,3,777.2,0,7,14.22,22.8,68,53.83,95,1,1,1,1
3,4,5,1.6479599999999999,49,3,775.2,0,7,14.23,22.6,69,54.83,98,0,1,1,1
3,3,4,1.2422600000000001,72,1,405.25,0,7,14.57,28.75,70,55.49,101,1,1,1,1
3,3,4,1.2422600000000001,72,1,402.75,0,7,14.57,28.5,71,56.48,104,1,1,1,1
3,3,4,0.9255059999999999,70,3,574.0,1,7,12.74,29.0,40,30.92,93,0,0,0,0
3,3,4,0.9255059999999999,70,3,571.5,1,7,12.74,28.75,41,31.91,96,0,0,0,0
2,2,3,1.2607700000000002,16,1,303.67,0,7,89.56,39.0,4,3.27,4,0,0,0,0
3,3,3,0.6143689999999999,35,1,414.33,1,7,30.46,39.33,72,57.33,107,0,0,0,0
1,3,3,0.938369,366,0,2.0,0,3,15.64,1.33,35,25.98,3,1,1,1,1
5,8,10,2.93152,16,14,511.0,1,7,85.91,12.3,73,58.22,112,1,1,1,1
2,2,2,1.0,2,2,529.0,0,7,2.96,60.5,74,59.22,93,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,75,60.22,0,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,76,61.22,0,0,1,1,1
1,1,2,0.591673,13,1,873.5,0,7,0.01,62.0,77,62.22,54,0,0,0,0
1,1,1,0.0,1,1,62.0,0,2,5.79,4.0,78,63.22,55,0,0,0,0
1,1,2,0.566509,11,4,490.0,0,5,43.07,10.5,79,64.22,56,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,80,65.22,0,0,0,0,0
3,4,4,0.270192,318,253,541.5,1,7,36.14,30.75,42,32.76,99,1,1,1,1
3,4,4,0.28475700000000004,319,253,534.75,1,7,36.64,29.25,43,33.76,102,0,0,0,0
3,4,4,0.270192,318,253,538.5,1,7,36.14,30.5,44,34.76,105,0,0,0,0
1,1,2,0.9852280000000001,4,3,880.0,0,7,0.9,63.0,81,66.07,57,0,0,0,0
1,1,2,0.9182959999999999,3,3,874.0,0,7,0.89,63.0,82,67.07,58,0,0,0,0
3,5,6,1.7659,63,16,305.17,1,7,6.36,20.5,83,68.01,120,0,0,0,0
3,5,6,1.7659,63,16,307.33,1,7,6.84,20.67,84,68.93,123,0,0,0,0
3,4,4,1.3708799999999999,24,2,932.75,1,7,14.99,31.25,36,26.83,64,1,1,1,0
2,2,2,0.672295,4,13,609.5,1,7,7.58,63.0,37,27.81,53,0,0,0,0
3,4,4,0.49849399999999994,91,11,2477.25,0,7,65.66,31.75,45,35.6,108,0,0,0,0
3,6,9,2.35333,99,18,351.67,1,7,17.48,13.44,85,69.71,126,0,0,0,0
3,4,4,1.5951600000000001,71,0,749.75,0,7,62.96,32.0,26,22.69,65,1,0,1,1
1,1,1,0.0,3,3,925.0,0,5,4.86,22.0,86,70.29,62,0,0,0,0
1,1,1,0.0,3,3,925.0,0,5,4.86,22.0,87,71.29,63,0,0,0,0
3,3,4,1.15378,145,3,1218.5,0,7,41.76,32.25,46,36.3,111,0,0,0,0
2,2,3,1.3352700000000002,36,1,367.33,1,3,167.06,1.0,47,37.22,76,1,1,1,1
1,1,1,0.0,3,1,111.0,1,3,6.72,3.0,48,38.05,45,1,0,0,0
1,3,3,0.29981199999999997,297,2,436.0,0,2,23.05,0.67,1,0.94,1,0,0,0,0
1,1,1,0.0,1,1,813.0,0,7,6.65,118.0,88,71.62,64,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,89,72.62,0,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,90,73.62,0,0,0,0,0
1,1,3,0.0,0,0,0.0,0,0,0.0,0.0,38,28.23,25,0,0,0,0
2,3,5,1.3946399999999999,250,4,355.0,0,7,2.9,26.8,91,74.07,88,0,0,0,0
2,3,5,1.37571,249,4,350.0,0,7,3.8,25.8,92,75.07,90,0,0,0,0
2,2,2,0.27619499999999997,40,2,643.5,0,7,11.45,65.5,27,23.18,51,1,1,1,1
3,5,6,1.2927,863,67,278.17,0,7,48.71,22.17,28,24.07,70,1,1,1,1
3,3,6,2.14046,43,47,1429.67,1,7,45.49,22.17,29,25.07,73,0,0,0,0
3,4,4,1.09287,303,5,508.0,0,7,68.98,33.5,93,75.02,136,1,1,1,1
3,3,3,1.08349,149,15,1227.67,0,7,54.18,45.0,49,38.11,117,0,0,0,0
2,2,3,1.44882,14,0,729.33,0,7,14.61,46.0,30,25.69,57,0,0,0,0
1,1,1,0.0,4,6,471.0,0,5,7.97,13.0,31,26.69,29,1,1,1,1
1,6,25,3.0297400000000003,867,688,475.84,0,2,53.84,0.12,2,1.87,2,1,0,0,0
2,6,15,2.33497,184,227,598.4,1,6,20.05,1.87,3,2.87,3,0,0,0,0
3,4,4,1.38286,43,21,415.25,1,7,55.42,34.25,32,27.63,79,1,1,1,1
3,3,3,1.16609,22,12,441.0,1,7,51.78,46.67,33,28.62,82,0,1,1,0
1,5,19,2.75655,461,232,545.68,0,2,9.1,0.26,4,3.84,4,0,0,0,0
1,2,7,2.6408099999999997,1131,0,0.0,0,0,0.0,0.0,5,4.84,5,0,0,0,0
1,3,3,1.04095,45,14,66.33,1,3,94.83,2.0,94,74.88,3,0,0,0,0
1,3,3,0.967298,44,14,66.33,1,3,95.04,2.0,95,75.84,4,0,0,0,0
2,2,3,0.699858,43,1,605.0,0,8,2.76,48.0,96,76.72,94,0,0,0,0
2,2,2,0.8812909999999999,10,0,577.0,0,7,47.67,70.0,39,28.33,56,0,0,0,0
1,1,1,0.0,2,0,875.0,0,7,0.91,141.0,97,77.51,69,0,0,0,0
1,1,1,0.0,34,0,38.0,0,1,1.22,1.0,98,78.51,27,0,0,0,0
2,2,2,0.29181799999999997,29,10,552.5,0,7,4.44,71.0,34,29.26,64,1,1,1,1
1,1,2,0.485461,16,3,913.0,0,8,0.62,74.0,35,30.26,33,0,0,0,0
1,1,2,0.30954299999999996,15,3,884.5,0,7,14.99,65.0,36,31.26,34,0,0,0,0
1,1,1,0.0,1,1,62.0,0,2,28.18,4.0,99,79.49,70,0,0,0,0
3,3,3,0.734993,40,1,648.67,1,7,46.57,48.33,37,32.25,89,0,0,0,0
1,1,1,0.0,1,1,589.0,1,5,0.11,5.0,38,33.24,34,0,0,0,0
3,3,3,1.3093,10,1,1071.33,1,7,42.39,48.67,39,34.2,93,0,0,0,0
2,11,99,4.07836,854,5808,353.38,0,6,41.32,0.33,40,29.22,35,1,1,1,1
3,8,10,2.13758,180,218,492.5,1,7,136.27,14.7,100,80.33,144,1,1,1,1
2,3,3,1.5849600000000001,4,2,535.33,1,7,129.54,49.0,101,81.33,118,0,0,0,0
2,5,5,2.1364900000000002,31,7,515.0,1,7,102.64,29.6,102,82.31,120,0,0,0,0
1,1,1,0.0,57,13,956.0,0,6,0.9,28.0,40,35.11,37,0,0,0,0
1,1,1,0.0,57,13,954.0,0,5,1.84,25.0,41,36.11,38,0,0,0,0
3,3,3,1.1527,94,16,1244.33,1,7,14.32,49.67,41,30.16,73,1,0,0,0
1,5,8,1.61929,2334,46,422.88,1,2,1.26,0.88,42,31.15,5,1,1,1,1
2,3,6,2.56545,8,5,301.5,1,7,106.29,25.17,103,82.59,122,0,0,0,0
2,4,4,1.55179,20,14,612.5,1,7,71.27,37.75,104,83.59,124,0,0,0,0
3,3,3,0.579635,38,1,1048.33,1,7,61.11,50.67,42,36.83,98,1,1,1,1
1,1,1,0.0,137,0,0.0,0,0,0.0,0.0,43,37.83,37,0,0,0,0
1,1,1,0.0,22,0,0.0,0,0,0.0,0.0,44,38.83,38,0,0,0,0
1,1,2,1.0,34,0,79.5,0,1,0.01,1.0,45,39.83,39,0,0,0,0
2,2,4,1.7924799999999999,7,5,700.0,0,3,60.33,2.25,46,40.81,64,0,0,0,0
3,5,9,2.31026,361,29,663.33,1,7,78.66,17.0,50,37.94,120,1,1,1,1
3,11,36,4.2032300000000005,96,46,317.61,1,7,98.03,4.44,105,84.38,155,1,1,1,1
1,3,8,1.5009700000000001,96,97,170.25,1,2,5.6,1.0,43,31.84,6,0,0,0,0
3,14,43,4.82061,108,105,304.02,1,7,144.98,3.7,106,85.2,128,1,1,1,1
2,2,3,1.5849600000000001,3,3,1147.33,1,5,0.95,4.0,47,41.62,66,0,0,1,1
2,2,4,1.3795600000000001,26,18,2788.75,0,7,77.73,39.5,107,86.05,130,0,0,0,0
2,2,4,1.2980200000000002,25,18,2767.5,0,7,79.47,32.0,108,87.05,132,0,0,0,0
3,6,6,2.13237,56,0,842.67,0,7,35.05,26.33,44,32.77,76,0,0,0,0
3,9,11,2.35248,721,29,976.36,0,7,31.75,14.64,45,33.76,79,1,1,1,1
