ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,buggy_B,buggy_AG,buggy_MA,buggy_RA
1,2,5,1.90872,26,24,73.0,0,2,0.37,2.0,12,11.98,12,1,0,0,0
2,7,16,3.3462699999999996,250,7,85.94,0,3,0.06,1.69,24,23.95,30,1,0,1,1
1,5,9,2.77746,292,28,98.11,0,2,0.04,3.11,25,24.95,20,1,0,0,0
1,1,1,0.0,2,2,412.0,0,2,0.0,19.0,26,25.95,21,0,0,0,0
1,2,6,2.33321,9,11,88.83,0,3,0.06,3.33,13,12.97,13,0,0,0,0
2,7,7,1.53757,298,162,88.43,0,2,0.1,3.71,14,13.97,17,1,0,1,1
2,8,10,2.3842,75,10,101.5,0,2,0.14,2.3,27,26.95,34,1,0,0,0
1,1,1,0.0,88,29,97.0,0,1,0.85,1.0,15,14.97,1,0,0,0,0
1,1,1,0.0,118,118,156.0,0,1,0.0,2.0,16,15.97,2,0,0,0,0
1,1,1,0.0,75,84,156.0,0,1,0.02,3.0,17,16.97,3,0,0,0,0
1,1,3,1.48946,450,0,0.0,0,0,0.0,0.0,28,27.9,23,1,0,1,1
1,6,19,3.7764900000000003,700,67,98.68,0,3,0.46,1.84,29,28.89,24,1,0,0,0
3,10,20,3.67924,633,84,79.2,0,2,0.34,1.65,30,29.89,38,1,0,1,1
1,1,3,1.5485799999999998,8,5,54.67,0,2,1.05,4.0,31,30.88,26,0,0,0,0
1,7,12,3.02352,409,18,12.25,0,1,0.06,0.33,18,17.93,4,0,0,0,0
1,6,6,1.7629,35,5,20.83,0,3,1.59,1.0,32,31.88,27,0,0,0,0
1,4,10,2.55858,189,61,158.5,0,2,0.1,3.2,33,32.88,28,1,0,0,0
1,1,1,0.0,20,9,136.0,0,2,0.01,16.0,34,33.88,29,1,0,0,0
1,2,4,1.7601900000000001,78,14,187.0,0,2,0.05,6.5,35,34.87,30,1,0,1,1
2,14,32,4.61517,28,34,56.66,0,3,1.14,0.81,36,35.87,45,0,0,0,0
2,2,2,0.9910760000000001,6,3,80.5,0,2,0.0,6.5,37,36.87,47,0,0,0,0
1,1,1,0.0,1,1,71.0,0,2,0.06,7.0,3,2.99,3,0,0,0,0
4,8,15,3.39855,495,50,72.33,0,3,0.33,1.93,38,37.86,52,1,0,1,1
1,1,1,0.0,1,0,0.0,0,0,0.0,0.0,39,38.86,1,0,0,0,0
3,5,6,2.26565,110,77,137.83,0,3,0.01,1.67,40,39.86,40,1,0,1,0
2,6,14,3.3551599999999997,480,67,56.71,0,2,0.41,2.0,19,18.92,20,0,0,0,0
1,9,16,3.44086,1003,0,0.0,0,0,0.0,0.0,20,19.92,0,0,0,0,0
2,10,17,3.45247,1,1011,78.82,0,3,0.15,0.82,21,20.92,7,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,22,21.92,0,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,23,22.92,0,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,24,23.92,0,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,25,24.92,0,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,26,25.92,0,0,0,0,0
1,6,5,2.1193299999999997,246,50,67.4,0,1,0.05,0.2,27,26.91,1,0,0,0,0
2,6,17,2.98126,350,168,115.24,0,2,0.45,1.94,28,27.89,18,1,0,0,0
2,6,13,2.7580299999999998,155,78,130.85,0,2,0.17,2.31,29,28.89,20,0,0,0,0
1,5,11,3.0465400000000002,770,2,22.36,0,2,0.09,0.82,41,40.8,35,1,0,0,0
1,6,11,3.06467,200,32,94.91,0,2,0.66,1.36,42,41.8,36,1,0,0,1
3,15,53,4.4410300000000005,342,401,86.7,0,3,0.9,0.96,43,42.8,57,1,1,1,1
1,4,4,1.4183,12,12,126.75,0,3,0.0,4.5,44,43.8,38,0,0,0,0
1,1,5,2.0526299999999997,153,217,73.8,0,2,0.55,3.0,45,44.8,18,1,0,1,0
3,10,11,2.41392,40,40,104.64,0,3,0.18,4.0,46,45.8,62,1,0,0,0
1,2,6,2.43858,332,62,64.17,0,2,0.05,3.33,47,46.79,20,1,0,1,1
1,3,11,2.43545,66,92,85.45,0,2,0.63,2.0,48,47.79,21,0,0,0,0
1,2,3,1.0795700000000001,67,48,118.67,0,2,0.01,7.0,49,48.78,22,1,0,0,0
2,2,2,0.970951,20,10,110.5,0,1,0.08,3.0,50,49.78,63,0,0,0,0
2,2,2,0.754406,37,46,95.5,0,1,0.08,4.0,51,50.78,65,1,0,1,1
2,2,2,0.936667,12,5,91.0,0,1,0.01,4.5,52,51.78,67,0,0,1,1
3,4,8,2.25742,311,3,72.13,0,3,0.43,2.25,53,52.78,31,0,0,0,0
2,4,8,2.5838200000000002,335,0,42.5,0,3,0.0,1.25,54,53.77,6,1,0,1,1
1,1,5,2.13218,398,0,0.0,0,0,0.0,0.0,4,3.98,0,0,0,0,0
4,7,13,2.85175,230,58,85.0,0,2,0.45,2.54,55,54.76,76,1,0,1,1
1,1,1,0.0,13,1,63.0,0,2,0.09,2.0,5,4.98,1,0,0,0,0
1,1,2,0.982859,22,4,52.5,0,1,0.02,0.5,6,5.98,2,0,0,0,0
1,1,1,0.0,18,0,341.0,0,3,0.13,11.0,56,55.75,7,0,0,0,0
2,6,8,2.15064,706,0,31.38,0,2,0.14,1.38,57,56.75,44,1,0,1,1
1,1,1,0.0,2,1,26.0,0,1,0.0,1.0,58,57.75,1,0,0,0,0
1,1,7,2.6560200000000003,105,416,59.43,0,1,0.05,0.29,7,6.98,3,0,0,0,0
2,4,8,2.46746,74,163,139.13,0,2,0.5,3.0,30,29.85,22,0,0,0,0
1,6,9,2.91099,9,8,93.22,0,1,0.34,0.56,31,30.85,5,1,0,0,0
2,5,5,2.12715,99,31,107.4,0,2,0.09,4.6,32,31.85,25,1,0,1,1
2,5,5,1.93278,98,12,156.4,0,2,0.22,4.8,33,32.85,27,0,0,0,0
1,1,2,0.932112,19,4,52.5,0,1,0.08,0.5,8,7.97,4,0,0,0,0
7,7,7,1.1846299999999998,85,22,111.71,0,4,0.15,2.43,59,58.74,92,0,0,0,0
1,4,10,2.93835,1103,0,0.0,0,0,0.0,0.0,60,59.74,0,0,0,0,0
1,1,1,0.0,1,0,404.0,0,3,0.01,13.0,61,60.74,9,0,0,0,0
2,5,5,1.92035,101,20,173.6,0,2,0.02,5.0,34,33.85,29,0,0,0,0
1,1,1,0.0,79,57,191.0,0,1,0.02,8.0,35,34.84,9,0,0,0,0
3,6,7,2.22916,98,103,173.43,0,2,0.6,7.0,36,35.81,32,0,0,1,1
1,2,2,0.8112779999999999,4,4,137.0,0,3,0.79,7.5,37,36.81,23,1,0,1,1
1,2,2,0.281194,39,2,197.0,0,2,0.13,13.0,62,61.63,46,0,0,0,0
3,5,8,2.07934,757,35,64.63,0,3,0.16,2.0,63,62.63,13,1,0,1,1
2,2,3,1.5504,54,57,54.67,0,1,0.61,1.0,64,63.63,48,0,0,0,0
4,7,10,2.5521599999999998,213,179,115.9,0,2,0.75,2.1,65,64.62,82,1,0,0,0
2,8,10,0.0,0,0,110.3,0,1,0.69,0.1,66,65.62,1,0,0,0,0
4,5,6,1.61045,95,6,156.0,0,3,0.14,3.0,67,66.62,42,0,0,0,0
1,1,1,0.0,38,12,39.0,0,1,0.12,1.0,38,37.77,24,0,0,0,0
2,2,2,0.9640790000000001,81,9,84.5,0,2,1.02,4.5,68,67.61,35,0,0,0,0
1,2,7,2.5172,476,0,0.0,0,0,0.0,0.0,69,68.6,1,1,0,1,1
1,1,1,0.0,7,2,65.0,0,2,0.05,2.0,70,69.6,49,0,0,0,0
1,1,4,1.42828,344,2,15.5,0,2,0.31,1.5,9,8.95,4,0,0,0,0
1,1,2,0.94115,231,118,152.5,0,1,0.02,0.5,10,9.95,5,0,0,0,0
2,5,12,3.2913900000000003,498,84,54.25,0,4,0.51,2.42,71,70.58,55,1,0,1,1
2,3,3,1.40069,75,17,152.67,0,2,0.02,3.67,72,71.58,57,1,0,0,0
1,1,1,0.0,2,1,284.0,0,2,0.0,11.0,73,72.58,52,0,0,0,0
2,8,17,3.2969199999999996,369,172,83.0,0,4,3.13,2.24,74,73.03,60,1,0,0,0
1,1,2,0.799759,0,70,75.0,0,1,1.39,2.0,75,74.03,8,0,0,0,0
1,1,2,0.970951,3,2,89.0,0,2,4.1,12.0,76,75.03,54,0,0,0,0
1,1,1,0.0,2,2,29.0,0,1,0.01,4.0,77,76.02,55,0,0,0,0
1,3,13,2.93776,145,77,79.92,0,3,0.94,1.0,78,77.01,9,0,0,0,0
1,1,1,0.0,0,27,133.0,0,1,3.11,4.0,79,78.01,56,0,0,0,0
1,2,4,1.75272,11,7,101.0,0,2,0.05,2.0,1,0.98,1,0,0,0,0
1,1,1,0.0,7,0,445.0,0,3,3.14,16.0,39,38.45,2,0,0,0,0
1,2,2,0.749595,11,3,61.0,0,1,3.21,1.0,40,39.45,0,0,0,0,0
1,1,1,0.0,1,1,95.0,0,2,0.14,3.0,41,40.43,1,0,0,0,0
7,19,66,5.392519999999999,1569,411,74.33,0,4,3.28,1.14,80,78.84,114,1,1,1,1
1,1,2,0.6962119999999999,10,6,79.5,0,2,0.0,3.5,81,79.84,11,0,0,0,0
1,1,1,0.0,3,3,99.0,0,3,0.92,7.0,82,80.82,12,0,0,0,0
1,1,1,0.0,103,0,0.0,0,0,0.0,0.0,83,81.8,58,1,0,1,1
1,1,1,0.0,19,0,95.0,0,2,0.73,4.0,84,82.8,3,0,0,0,0
1,1,6,2.23596,882,0,0.0,0,0,0.0,0.0,85,83.8,3,1,0,1,1
3,6,17,3.11415,806,162,122.88,0,3,1.28,1.82,86,84.79,75,0,0,0,0
1,1,1,0.0,0,24,24.0,0,1,0.05,1.0,87,85.79,5,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,42,41.34,0,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,43,42.33,0,0,0,0,0
1,1,3,1.09838,604,0,0.0,0,0,0.0,0.0,88,86.77,6,0,0,0,0
1,2,5,2.06122,251,2,105.2,0,2,3.2,3.2,89,87.77,60,1,0,0,0
1,2,5,1.6527599999999998,32,10,87.8,0,1,2.2,1.0,90,88.76,8,1,0,0,0
1,2,7,2.45375,131,143,89.29,0,3,1.73,2.14,44,43.32,25,0,0,0,0
1,6,11,2.84409,779,422,54.09,0,3,0.89,1.36,45,44.31,26,0,0,1,1
2,3,4,1.17675,127,0,114.5,0,3,0.25,4.5,46,45.23,3,0,0,0,0
1,2,2,0.6690159999999999,117,3,43.5,0,1,0.01,0.5,47,46.22,1,0,0,0,0
2,4,10,1.43422,596,88,125.3,0,3,2.36,4.4,91,89.52,46,1,0,0,0
1,1,3,1.42921,56,5,206.33,0,2,0.01,5.33,92,90.52,34,1,0,0,0
1,1,3,1.16816,26,16,119.67,0,2,0.01,8.0,93,91.51,35,0,0,0,0
2,14,29,3.73935,1664,63,53.41,0,2,1.79,1.21,94,92.3,65,1,1,1,1
1,4,6,1.90255,42,2,61.67,0,2,1.51,2.33,95,93.29,62,0,0,0,0
1,5,6,2.2433099999999997,97,26,98.67,0,1,1.18,0.67,96,94.29,63,0,0,0,0
1,4,6,1.8307900000000001,99,4,80.5,0,3,4.37,4.0,97,95.28,64,0,0,0,0
2,2,3,0.9690110000000001,17,38,88.67,0,2,2.34,6.67,98,96.28,74,0,0,0,0
1,4,7,2.15557,111,35,104.0,0,1,0.97,0.86,99,97.21,66,1,0,1,1
1,3,6,2.1816400000000002,332,43,54.33,0,1,1.58,0.67,100,98.21,7,1,0,1,1
1,1,3,1.06716,83,4,69.33,0,1,0.8,1.33,101,99.2,8,1,0,1,1
1,2,8,2.7479,111,88,97.25,0,1,0.73,0.63,102,100.09,9,0,0,1,0
1,1,1,0.0,1,0,33.0,0,1,0.75,3.0,103,101.09,67,0,0,0,0
1,1,3,1.25494,124,122,201.33,0,1,2.7,0.33,104,102.09,10,0,0,0,0
1,1,1,0.0,1,1,25.0,0,1,8.69,3.0,105,103.09,36,0,0,0,0
2,5,15,3.5424900000000004,1162,2,31.07,0,3,0.11,1.33,106,104.09,14,1,0,1,1
1,1,1,0.0,26,9,108.0,0,1,0.03,2.0,107,105.08,11,0,0,0,0
1,1,1,0.0,9,9,125.0,0,1,0.0,3.0,108,106.08,12,0,0,0,0
2,4,9,1.82929,218,18,65.56,0,1,0.22,0.22,109,107.04,69,1,1,1,1
1,1,4,1.9656,9,6,68.25,0,1,0.8,0.75,110,107.99,69,0,0,0,0
1,2,2,0.103275,74,0,0.0,0,0,0.0,0.0,111,108.99,5,0,0,0,0
1,2,5,2.02665,157,13,62.2,0,1,0.58,0.4,48,46.94,27,0,0,0,0
2,5,7,2.43298,249,3,89.29,0,2,2.5,2.86,112,109.2,76,1,0,1,0
1,1,1,0.0,79,0,0.0,0,0,0.0,0.0,11,10.64,6,0,0,0,0
1,3,4,1.92629,122,27,146.0,0,2,3.18,9.75,113,109.92,71,1,0,1,1
1,6,13,3.4619999999999997,1096,0,0.0,0,0,0.0,0.0,114,110.92,0,1,0,1,1
10,21,34,4.1623,365,189,113.26,0,4,5.11,2.32,115,111.89,168,1,0,1,1
1,1,1,0.0,31,6,158.0,0,1,0.02,2.0,116,112.89,2,1,0,0,0
2,4,13,3.218,362,121,71.92,0,1,0.84,0.54,117,113.85,76,1,0,0,1
1,4,7,1.91828,138,15,74.0,0,1,0.05,0.57,118,114.84,4,0,0,0,0
1,1,2,0.591673,0,7,74.0,0,2,3.74,4.5,119,115.84,14,0,0,0,0
2,2,2,0.922919,43,28,136.0,0,1,0.1,2.5,120,116.84,79,0,0,0,0
1,1,1,0.0,1,2,316.0,0,1,6.86,1.0,121,117.82,75,0,0,0,0
1,4,8,2.1171900000000003,286,15,89.5,0,1,0.07,0.75,122,118.82,6,1,0,0,0
2,5,7,2.39027,162,44,100.0,0,2,1.53,3.14,123,119.81,83,0,0,0,0
6,19,29,3.8913599999999997,358,520,81.1,0,4,3.23,2.17,124,120.55,163,1,0,1,1
5,20,54,4.25289,151,593,68.41,0,4,3.41,1.11,125,121.53,113,0,0,0,0
1,1,1,0.0,2,0,317.0,0,2,0.01,20.0,126,122.53,79,0,0,0,0
6,10,13,2.76097,37,59,113.38,0,4,3.63,4.23,127,123.53,160,1,0,0,0
1,1,1,0.0,11,6,99.0,0,1,7.03,1.0,128,124.52,0,0,0,0,0
10,26,53,5.62096,81,92,108.6,0,4,5.88,1.81,129,125.52,192,1,0,1,1
1,1,1,0.0,7,8,117.0,0,1,8.06,1.0,130,126.52,16,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,49,47.33,0,0,0,0,0
2,3,5,1.8472,19,20,142.4,0,2,0.7,4.8,50,48.33,28,0,0,0,0
2,3,4,1.32249,91,3,102.25,0,2,0.06,7.0,131,127.5,91,0,0,0,0
7,12,14,2.9224099999999997,67,112,104.07,0,3,0.3,4.36,51,49.29,45,1,0,1,1
1,3,4,1.2535,446,0,0.0,0,0,0.0,0.0,132,128.17,0,1,0,1,1
1,5,5,0.8313229999999999,594,24,104.0,0,2,1.61,4.0,133,129.16,83,1,1,1,1
1,1,1,0.0,3,3,528.0,0,1,0.0,1.0,134,130.16,84,0,0,1,1
1,3,3,1.54701,228,0,0.0,0,0,0.0,0.0,135,131.16,0,1,0,1,1
1,2,2,0.9182959999999999,4,8,179.0,0,1,0.01,0.5,136,132.16,1,0,0,0,0
2,3,4,1.9183,17,1,233.75,0,3,7.69,6.0,137,133.16,19,0,0,0,0
1,1,1,0.0,21,4,139.0,0,1,2.22,4.0,138,134.16,17,0,0,0,0
1,3,11,3.07413,571,93,21.18,0,1,0.2,0.55,139,135.16,18,1,0,1,0
1,18,43,3.2764,2192,0,0.0,0,0,0.0,0.0,140,136.16,0,0,0,0,0
1,1,1,0.0,0,521,521.0,0,1,7.11,1.0,141,137.16,85,0,0,0,0
1,3,4,1.8170400000000002,242,22,79.5,0,2,6.78,1.5,142,134.36,86,1,0,1,1
2,5,7,1.8023900000000002,37,37,221.0,0,3,12.53,4.43,143,135.35,36,0,0,0,0
1,3,4,1.91461,357,0,0.0,0,0,0.0,0.0,144,136.35,0,0,0,0,0
1,1,2,0.936667,4,13,164.0,0,2,0.05,3.5,145,137.34,87,0,0,0,0
1,1,1,0.0,39,2,140.0,0,1,0.15,6.0,146,138.3,20,0,0,0,0
1,1,1,0.0,2,2,131.0,0,1,18.02,4.0,147,138.96,21,0,0,0,0
1,1,1,0.0,1,1,294.0,0,1,1.12,4.0,148,139.95,22,0,0,0,0
2,3,4,1.46096,20,0,239.25,0,3,9.26,6.5,149,140.89,22,0,0,0,0
1,1,1,0.0,1,0,512.0,0,3,0.01,25.0,150,141.89,19,0,0,0,0
1,1,1,0.0,1,1,80.0,0,1,11.95,1.0,151,142.88,2,0,0,0,0
1,1,1,0.0,1,1,132.0,0,1,14.25,1.0,52,48.65,2,0,0,0,0
1,1,1,0.0,1,0,132.0,0,2,0.61,2.0,152,143.65,11,0,0,0,0
1,1,1,0.0,1,1,126.0,0,2,13.38,24.0,153,144.63,41,0,0,0,0
3,4,5,1.77033,26,9,210.2,0,3,1.17,5.8,154,145.55,26,0,0,0,0
14,14,14,3.04251,15,40,143.07,0,4,12.36,3.93,155,146.54,244,0,0,0,0
1,4,13,3.3140099999999997,563,84,68.46,0,2,8.31,3.15,156,147.48,89,1,0,0,0
1,2,2,0.658191,117,24,12.0,0,1,0.02,0.5,157,148.46,90,0,0,0,0
1,3,3,0.5461229999999999,173,3,53.0,0,1,9.53,1.67,158,149.39,91,0,0,0,0
1,1,2,0.206878,119,4,78.5,0,1,0.01,0.5,159,150.38,92,0,0,0,0
3,15,22,4.09065,607,48,88.5,0,2,8.96,3.05,160,151.2,117,1,0,1,1
2,2,3,0.74285,125,4,40.33,0,1,0.01,0.33,161,152.19,26,1,0,1,1
1,7,17,2.35029,702,20,42.35,0,2,4.19,1.06,162,153.19,13,1,0,1,1
1,1,6,1.77088,0,584,97.33,0,1,27.7,0.83,163,154.19,14,0,0,0,0
1,1,1,0.0,0,8,506.0,0,3,0.97,28.0,164,155.16,22,0,0,0,0
1,4,5,1.6220299999999999,289,0,17.4,0,1,5.41,0.8,165,156.15,94,1,0,1,1
1,3,6,2.29914,207,189,120.5,0,1,0.39,1.0,166,157.13,95,1,0,1,1
1,1,1,0.0,3,3,57.0,0,1,0.15,2.0,167,158.13,15,0,0,0,0
1,3,5,1.8974400000000002,247,0,0.0,0,0,0.0,0.0,53,49.41,30,1,0,1,1
1,3,3,0.39468400000000003,93,3,133.67,0,2,5.04,12.33,54,50.41,31,0,0,0,0
2,8,14,3.33183,86,53,136.93,0,2,3.98,4.21,168,159.09,111,0,0,0,0
1,1,1,0.0,14,19,69.0,0,2,0.02,16.0,55,51.39,32,0,0,0,0
1,1,2,0.9852280000000001,21,7,74.5,0,1,0.13,0.5,56,52.39,33,0,0,0,0
2,7,10,3.1113,37,38,154.7,0,2,0.06,5.8,169,160.06,113,1,0,0,0
1,2,2,0.954434,10,14,81.0,0,2,15.2,9.5,57,53.37,34,0,0,0,0
1,1,1,0.0,17,5,172.0,0,2,21.17,8.0,58,54.37,35,1,1,1,1
2,4,5,1.6498,45,39,125.4,0,2,9.25,8.4,59,55.37,48,0,0,1,1
1,1,1,0.0,44,0,0.0,0,0,0.0,0.0,60,56.37,37,0,0,0,0
1,1,1,0.0,39,0,73.0,0,3,15.23,14.0,61,57.37,38,0,0,0,0
1,5,6,1.96322,62,3,56.5,0,3,10.11,2.17,170,160.81,98,0,0,0,0
1,1,1,0.0,41,10,498.0,0,3,0.83,29.0,171,161.81,23,0,0,0,0
1,4,8,2.51424,312,21,75.13,0,2,0.46,4.88,172,162.78,99,1,1,1,1
1,1,7,2.26154,25,63,88.14,0,1,0.32,1.14,173,163.78,100,1,0,0,0
1,1,2,1.0,4,0,82.0,0,1,0.02,1.0,174,164.77,101,0,0,0,0
2,3,3,1.37878,7,7,67.67,0,1,0.32,2.67,175,165.76,118,1,0,0,0
1,2,2,0.726963,79,0,30.5,0,1,0.01,1.0,176,166.76,103,0,0,0,0
1,3,3,0.957166,90,2,170.67,0,2,7.98,5.67,177,167.75,104,1,0,0,0
1,1,1,0.0,1,1,70.0,0,1,0.01,1.0,178,168.74,105,0,0,0,0
2,6,7,1.95901,166,166,125.29,0,2,0.98,6.57,62,58.25,52,0,0,0,0
1,1,2,1.0,1,1,0.5,0,1,0.6,1.0,63,59.25,14,0,0,0,0
1,1,1,0.0,1,1,529.0,0,3,0.3,30.0,64,60.25,4,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,65,61.25,0,0,0,0,0
1,3,5,1.97576,255,28,131.2,0,1,8.11,2.6,179,169.67,106,1,0,1,1
1,3,4,1.33031,70,26,157.75,0,2,1.05,3.75,180,170.42,107,0,0,0,0
1,3,3,1.5534299999999999,21,16,188.33,0,1,0.26,4.67,181,171.38,108,1,0,0,0
1,2,7,2.6642200000000003,600,0,0.0,0,0,0.0,0.0,12,11.04,0,1,0,1,1
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,182,171.04,0,0,0,0,0
1,1,1,0.0,0,27,94.0,0,1,0.58,1.0,183,172.04,0,0,0,0,0
4,10,11,2.62449,265,121,179.82,0,2,16.32,2.91,184,173.03,123,1,0,1,1
1,1,1,0.0,0,23,88.0,0,1,5.83,7.0,185,174.02,43,0,0,0,0
2,3,4,1.53064,14,2,250.0,0,3,5.33,8.25,186,175.02,31,0,0,0,0
1,3,6,2.22288,289,87,127.33,0,2,10.67,3.83,187,175.99,110,1,0,1,1
1,1,1,0.0,5,5,181.0,0,2,5.09,7.0,188,176.97,17,0,0,0,0
1,2,5,1.99393,275,12,162.0,0,2,1.63,8.8,189,177.93,111,1,0,0,0
1,1,4,1.74679,5,65,175.75,0,2,9.83,10.25,190,178.9,112,0,0,0,0
1,1,1,0.0,5,0,208.0,0,2,0.03,12.0,191,179.89,113,0,0,0,0
3,9,11,2.75602,369,31,181.82,0,2,5.81,5.64,66,61.6,60,1,0,1,1
1,4,5,1.73681,158,10,129.0,0,1,11.11,2.2,192,180.87,114,1,0,1,1
1,2,2,0.8631209999999999,5,2,69.0,0,2,13.38,3.5,193,181.59,115,0,0,0,0
2,6,19,3.56576,153,108,91.32,0,4,20.04,4.79,194,182.53,141,1,0,0,0
1,1,1,0.0,7,1,533.0,0,3,0.03,33.0,195,183.52,26,0,0,0,0
1,4,4,1.3419,98,15,143.25,0,2,4.44,9.0,196,184.48,117,1,1,1,1
1,1,1,0.0,20,1,443.0,0,2,0.92,34.0,197,185.44,118,0,0,0,0
4,8,11,2.8153,246,129,188.45,0,2,3.6,6.27,67,62.45,66,0,0,0,0
1,4,13,3.5380800000000003,603,3,36.38,0,2,0.14,3.15,198,186.11,119,1,0,1,1
11,33,61,4.43724,602,502,134.72,0,4,12.01,2.67,68,63.29,76,1,0,1,1
1,1,6,2.45915,9,15,69.0,0,2,26.47,5.17,199,186.55,44,0,0,0,0
2,4,5,1.82212,37,6,206.6,0,3,2.67,14.2,200,187.49,147,1,0,0,0
1,5,20,3.8216900000000003,1117,0,0.0,0,0,0.0,0.0,201,188.48,0,1,0,1,1
1,1,1,0.0,38,0,43.0,0,1,30.62,2.0,13,11.85,7,1,0,1,1
1,2,2,0.960708,99,0,0.0,0,0,0.0,0.0,202,188.16,18,0,0,0,0
1,1,1,0.0,8,1,61.0,0,1,0.01,1.0,203,189.16,19,0,0,0,0
1,5,6,2.54822,179,40,66.0,0,2,4.63,2.67,204,190.14,20,1,0,1,1
1,1,1,0.0,15,2,140.0,0,2,0.02,6.0,205,191.13,21,0,0,0,0
